eccid	chr_hg19	start_hg19	end_hg19	tissue
ecc600127	chr8	40663677	41274665	Uterine Corpus Endometrial
ecc600128	chr8	40736196	51537882	Breast
ecc600129	chr8	40810321	41341803	Breast
ecc600130	chr8	40892228	42378742	Uterine Corpus Endometrial
ecc600131	chr8	40933034	47460945	Stomach
ecc600132	chr8	41356412	47460945	Esophagus
ecc600133	chr8	41367305	43099999	Pancreatic
ecc600134	chr8	41696662	42479991	Pancreatic
ecc600135	chr8	41705599	42933372	Breast
ecc600136	chr8	41743583	42147048	Stomach
ecc600137	chr8	41881600	42600873	Esophagus
ecc600138	chr8	42120912	43099999	Ovary
ecc600139	chr8	42149125	42731834	Breast
ecc600140	chr8	42438469	52324838	Esophagus
ecc600141	chr8	42797956	42933372	Breast
ecc600142	chr8	42799624	42800178	Breast
ecc600143	chr8	43451877	43652631	Skin
ecc600144	chr8	43526612	43727057	Head and Neck
ecc600145	chr8	46870944	50309859	Skin
ecc600146	chr8	46891138	47091596	Bladder
ecc600147	chr8	46955860	46956550	Connective tissue
ecc600148	chr8	46959694	47000384	Connective tissue
ecc600149	chr8	47009974	47010664	Connective tissue
ecc600150	chr8	47109526	47110281	Skin
ecc600151	chr8	47307914	47508371	Bladder
ecc600152	chr8	47360944	54055215	Breast
ecc600153	chr8	47460944	53931320	Breast
ecc600154	chr8	47463861	48567083	Stomach
ecc600155	chr8	47583030	47783488	Bladder
ecc600156	chr8	47643484	48582114	Bladder
ecc600157	chr8	48077768	53885862	Bladder
ecc600163	chr8	48100000	50896808	Pancreatic
ecc600164	chr8	48100000	54980317	Pancreatic
ecc600165	chr8	48100000	58517236	Ovary
ecc600166	chr8	48100000	70789971	Ovary
ecc600167	chr8	48164343	48164916	Esophagus
ecc600168	chr8	48164351	48164916	Esophagus
ecc600169	chr8	48569641	48570175	Stomach
ecc600170	chr8	49079429	49517105	Esophagus
ecc600171	chr8	49240750	49732230	Breast
ecc600173	chr8	50039105	50059596	Head and Neck
ecc600174	chr8	50152989	51705978	Ovary
ecc600175	chr8	50358849	50559365	Head and Neck
ecc600176	chr8	50636873	57164306	Lung
ecc600177	chr8	50756510	50957026	Head and Neck
ecc600178	chr8	50987664	50988518	Renal
ecc600179	chr8	51035009	51035606	Lung
ecc600180	chr8	51053711	56371745	Lung
ecc600181	chr8	51086183	61428441	Uterine Corpus Endometrial
ecc600182	chr8	51702005	53548584	Renal
ecc600183	chr8	51948590	52453873	Skin
ecc600184	chr8	52036998	53298746	Pancreatic
ecc600186	chr8	52385437	52586192	Skin
ecc600187	chr8	52403419	52431206	Pancreatic
ecc600188	chr8	52496017	52740782	Skin
ecc600189	chr8	52548066	89943262	Pancreatic
ecc600190	chr8	52631042	52831448	Bladder
ecc600191	chr8	52730142	52750646	Pancreatic
ecc600192	chr8	52730693	52731480	Ovary
ecc600193	chr8	52730883	52731477	Breast
ecc600194	chr8	52730921	52731483	Esophagus
ecc600195	chr8	53110807	53480193	Skin
ecc600196	chr8	53643952	84823718	Ovary
ecc600197	chr8	53816069	55776114	Skin
ecc600198	chr8	53933083	79856369	Breast
ecc600199	chr8	55618221	56283107	Breast
ecc600200	chr8	55874111	70952673	Breast
ecc600201	chr8	56058480	56177240	Lung
ecc600202	chr8	56072991	58479771	Breast
ecc600203	chr8	56172934	56214475	Prostate
ecc600204	chr8	56386824	56511138	Prostate
ecc600206	chr8	57067125	73353671	Prostate
ecc600207	chr8	57165473	89396656	Lung
ecc600208	chr8	57413062	57752261	Breast
ecc600209	chr8	57554375	57774238	Head and Neck
ecc600210	chr8	57652255	64315765	Breast
ecc600211	chr8	57908142	57988138	Lung
ecc600213	chr8	58519273	58539866	Breast
ecc600214	chr8	58820648	95934225	Prostate
ecc600215	chr8	59120423	61577322	Breast
ecc600216	chr8	59844253	63157015	Lung
ecc600217	chr8	61014109	61214470	Renal
ecc600218	chr8	61017902	63085992	Bladder
ecc600219	chr8	61258072	61258626	Bladder
ecc600220	chr8	61514002	70959801	Esophagus
ecc600221	chr8	61568920	61964025	Colon
ecc600222	chr8	61922322	61922746	Esophagus
ecc600223	chr8	62087769	62088524	Skin
ecc600224	chr8	63239021	69642751	Esophagus
ecc600225	chr8	63596299	63735445	Breast
ecc600226	chr8	63630041	99326033	Ovary
ecc600227	chr8	64237230	64257886	Colon
ecc600228	chr8	64319253	77679929	Breast
ecc600229	chr8	65063772	65264526	Skin
ecc600230	chr8	66128923	66226630	Colon
ecc600231	chr8	66139983	66340442	Head and Neck
ecc600232	chr8	66174064	68019189	Stomach
ecc600233	chr8	67518238	67901483	Bladder
ecc600234	chr8	67639827	70206603	Ovary
ecc600235	chr8	69055456	75098177	Prostate
ecc600236	chr8	69227284	78994629	Uterine Corpus Endometrial
ecc600237	chr8	70211571	70952739	Ovary
ecc600238	chr8	70573431	77655501	Stomach
ecc600239	chr8	70677430	70878156	Colon
ecc600240	chr8	70950193	71150699	Head and Neck
ecc600241	chr8	70961160	73839316	Breast
ecc600242	chr8	70961223	71254781	Breast
ecc600243	chr8	70963431	71101418	Ovary
ecc600245	chr8	71098686	71099540	Renal
ecc600246	chr8	71312963	71313719	Ovary
ecc600247	chr8	71843752	72248533	Head and Neck
ecc600248	chr8	71875180	93228640	Ovary
ecc600249	chr8	72169122	72209038	Esophagus
ecc600250	chr8	72214290	72234751	Esophagus
ecc600251	chr8	72434817	72435353	Lung
ecc600252	chr8	72822983	72853352	Connective tissue
ecc600253	chr8	73461497	93119652	Prostate
ecc600254	chr8	73475320	73838215	Prostate
ecc600255	chr8	73562064	73562672	Connective tissue
ecc600256	chr8	73743175	73807448	Connective tissue
ecc600257	chr8	73874569	106426224	Breast
ecc600258	chr8	74113872	76521635	Lung
ecc600259	chr8	74119616	74356056	Stomach
ecc600260	chr8	74339595	74360202	Connective tissue
ecc600261	chr8	74783520	123046516	Breast
ecc600262	chr8	75099010	84959054	Breast
ecc600263	chr8	75212689	75213117	Bladder
ecc600264	chr8	75295073	75395605	Esophagus
ecc600265	chr8	75768628	76689055	Ovary
ecc600266	chr8	75815959	75928641	Connective tissue
ecc600267	chr8	75972118	79649287	Stomach
ecc600268	chr8	76447816	76448180	Esophagus
ecc600269	chr8	76492563	85059054	Cervix
ecc600270	chr8	76526835	76727447	Lung
ecc600271	chr8	77164467	97490654	Pancreatic
ecc600272	chr8	77734362	78054417	Lung
ecc600273	chr8	77825532	78472630	Connective tissue
ecc600274	chr8	78150766	78151422	Colon
ecc600275	chr8	78578830	79172542	Lung
ecc600276	chr8	78947528	100847051	Breast
ecc600277	chr8	78953274	78973882	Connective tissue
ecc600278	chr8	79184181	79184762	Lung
ecc600279	chr8	79184366	79223886	Uterine Corpus Endometrial
ecc600280	chr8	79762814	82188505	Lung
ecc600281	chr8	79859124	84386716	Breast
ecc600282	chr8	79897271	92690354	Pancreatic
ecc600283	chr8	80083367	80083873	Uterine Corpus Endometrial
ecc600284	chr8	80173823	112422372	Esophagus
ecc600285	chr8	80371532	81756179	Uterine Corpus Endometrial
ecc600286	chr8	80993467	82165402	Stomach
ecc600287	chr8	81200471	81201325	Renal
ecc600288	chr8	81200490	87491021	Breast
ecc600289	chr8	81214273	82247058	Esophagus
ecc600290	chr8	81389957	130952110	Skin
ecc600291	chr8	81708695	81709254	Esophagus
ecc600292	chr8	82026626	82047084	Head and Neck
ecc600293	chr8	82149963	82655783	Head and Neck
ecc600294	chr8	82734617	82755067	Esophagus
ecc600295	chr8	82754260	82754816	Esophagus
ecc600296	chr8	82915868	82974779	Connective tissue
ecc600297	chr8	82927511	83462913	Lung
ecc600298	chr8	83123385	83123841	Bladder
ecc600299	chr8	83207307	83207915	Connective tissue
ecc600300	chr8	83485120	85170810	Pediatric Brain
ecc600301	chr8	83636017	83733865	Breast
ecc600302	chr8	83764505	83765113	Connective tissue
ecc600303	chr8	83892511	83913118	Connective tissue
ecc600304	chr8	83922266	83942873	Connective tissue
ecc600305	chr8	84389228	85040369	Breast
ecc600306	chr8	84965997	93019652	Breast
ecc600307	chr8	85049068	85085979	Breast
ecc600308	chr8	85086774	95556588	Breast
ecc600309	chr8	85177083	85177635	Lung
ecc600310	chr8	85323499	86139899	Breast
ecc600311	chr8	85570854	85608918	Stomach
ecc600312	chr8	85588902	86017943	Connective tissue
ecc600313	chr8	85603922	87191915	Prostate
ecc600314	chr8	85635387	88090200	Bladder
ecc600315	chr8	85830959	87229133	Stomach
ecc600316	chr8	85837290	86012858	Lung
ecc600317	chr8	86010654	86284807	Colon
ecc600318	chr8	86027231	86997844	Lung
ecc600319	chr8	86108027	86348772	Connective tissue
ecc600321	chr8	86935779	86936378	Uterine Corpus Endometrial
ecc600322	chr8	87547272	87577853	Breast
ecc600323	chr8	87934638	88367262	Esophagus
ecc600324	chr8	88445976	89173339	Breast
ecc600325	chr8	89302687	89303253	Lung
ecc600326	chr8	89470464	89509427	Connective tissue
ecc600327	chr8	89592998	90333705	Lung
ecc600328	chr8	90333933	91018507	Lung
ecc600329	chr8	90483672	111457465	Pancreatic
ecc600330	chr8	90650885	90651388	Lung
ecc600331	chr8	90715776	140481532	Pancreatic
ecc600332	chr8	91257262	91257839	Esophagus
ecc600333	chr8	91611777	128553474	Uterine Corpus Endometrial
ecc600334	chr8	92241459	93019652	Breast
ecc600335	chr8	92724263	93046485	Esophagus
ecc600336	chr8	93020587	94143543	Breast
ecc600337	chr8	93020587	95556459	Breast
ecc600338	chr8	93237314	95556443	Ovary
ecc600339	chr8	93607045	93981977	Bladder
ecc600340	chr8	94144391	94144985	Breast
ecc600341	chr8	94291196	94291732	Lung
ecc600343	chr8	94686349	96469951	Bladder
ecc600344	chr8	95235791	95236388	Lung
ecc600345	chr8	95341872	95556443	Renal
ecc600346	chr8	95385335	96374133	Ovary
ecc600347	chr8	95520408	95556443	Lung
ecc600348	chr8	95556883	95588450	Breast
ecc600349	chr8	95576349	95768796	Lung
ecc600350	chr8	95578348	105510326	Renal
ecc600351	chr8	95578348	133446503	Ovary
ecc600352	chr8	95585806	127300078	Breast
ecc600353	chr8	95589205	95604669	Breast
ecc600354	chr8	95605017	95616980	Breast
ecc600355	chr8	95621819	95664858	Breast
ecc600356	chr8	95669563	97220299	Breast
ecc600357	chr8	96007392	96627774	Bladder
ecc600358	chr8	96139845	96140399	Bladder
ecc600360	chr8	96349075	96428315	Prostate
ecc600361	chr8	97037458	105012306	Lung
ecc600362	chr8	97220838	97734015	Breast
ecc600363	chr8	97222221	97500915	Connective tissue
ecc600364	chr8	97262758	103455128	Bladder
ecc600365	chr8	97503898	97907699	Connective tissue
ecc600366	chr8	97594984	97595568	Esophagus
ecc600367	chr8	97678655	99562893	Uterine Corpus Endometrial
ecc600368	chr8	97738166	110902153	Breast
ecc600369	chr8	97909592	98874693	Connective tissue
ecc600370	chr8	98092168	104903091	Bladder
ecc600371	chr8	98244993	104383548	Bladder
ecc600372	chr8	98539979	98595121	Ovary
ecc600373	chr8	98783225	103596347	Esophagus
ecc600374	chr8	98877536	100400782	Connective tissue
ecc600375	chr8	99066676	99267366	Connective tissue
ecc600376	chr8	99084580	101801134	Ovary
ecc600377	chr8	99175803	99936072	Ovary
ecc600378	chr8	99184896	105113035	Bladder
ecc600379	chr8	99492874	102721388	Breast
ecc600380	chr8	100086340	106629739	Esophagus
ecc600381	chr8	100284167	145232496	Esophagus
ecc600382	chr8	100296356	109466878	Stomach
ecc600383	chr8	100358922	112028214	Stomach
ecc600384	chr8	100402661	101343526	Connective tissue
ecc600385	chr8	100773689	101662249	Stomach
ecc600386	chr8	100840030	122150091	Liver
ecc600387	chr8	101025749	101866133	Breast
ecc600388	chr8	101085509	105102587	Head and Neck
ecc600389	chr8	101180021	142393063	Breast
ecc600390	chr8	101291501	133807233	Esophagus
ecc600391	chr8	101681859	101701583	Prostate
ecc600392	chr8	101688330	117889217	Liver
ecc600393	chr8	101760659	103223654	Connective tissue
ecc600394	chr8	101774133	102075512	Colon
ecc600395	chr8	102199406	102200132	Colon
ecc600396	chr8	102382925	102419151	Esophagus
ecc600397	chr8	102677162	102861973	Breast
ecc600398	chr8	103129885	108288795	Lung
ecc600399	chr8	104048684	107524281	Ovary
ecc600400	chr8	104157530	104244150	Breast
ecc600401	chr8	104185655	146364022	Breast
ecc600402	chr8	104234993	104496217	Prostate
ecc600403	chr8	104950923	145745612	Ovary
ecc600404	chr8	105231391	105231902	Breast
ecc600405	chr8	105231454	105231879	Bladder
ecc600406	chr8	105271105	105291713	Connective tissue
ecc600407	chr8	105763643	105800850	Breast
ecc600408	chr8	105782118	105982524	Bladder
ecc600409	chr8	105882077	105882527	Stomach
ecc600410	chr8	105940820	105941428	Connective tissue
ecc600411	chr8	106319354	106608526	Prostate
ecc600412	chr8	106404313	112792066	Renal
ecc600413	chr8	106977228	107751592	Esophagus
ecc600414	chr8	107498558	118021671	Lung
ecc600415	chr8	108176697	125937699	Ovary
ecc600416	chr8	108455139	110521117	Connective tissue
ecc600417	chr8	108559518	108559979	Esophagus
ecc600418	chr8	110775143	110775619	Bladder
ecc600419	chr8	110854060	114066790	Prostate
ecc600420	chr8	110894199	110894807	Connective tissue
ecc600421	chr8	110902476	118785460	Breast
ecc600422	chr8	111092000	111092597	Lung
ecc600423	chr8	111982869	112183335	Uvea
ecc600424	chr8	112196488	112879098	Connective tissue
ecc600425	chr8	112197188	112593800	Lung
ecc600426	chr8	112219079	112668862	Lung
ecc600427	chr8	112380335	112401892	Connective tissue
ecc600428	chr8	112683088	112995990	Lung
ecc600429	chr8	112760665	131060942	Esophagus
ecc600430	chr8	112768557	113110712	Lung
ecc600431	chr8	112793140	115216922	Stomach
ecc600432	chr8	112882166	146364021	Ovary
ecc600433	chr8	112923338	120017703	Ovary
ecc600434	chr8	113131678	116974126	Breast
ecc600435	chr8	113209073	113209654	Lung
ecc600436	chr8	113923461	113944051	Esophagus
ecc600437	chr8	114382970	114415265	Connective tissue
ecc600438	chr8	114495313	123823329	Stomach
ecc600439	chr8	114763920	114834865	Connective tissue
ecc600440	chr8	114901657	114902265	Connective tissue
ecc600441	chr8	114986412	114998790	Connective tissue
ecc600442	chr8	115168717	115541720	Connective tissue
ecc600443	chr8	115382533	115512490	Lung
ecc600444	chr8	115404449	121981153	Breast
ecc600445	chr8	115658202	115658810	Connective tissue
ecc600446	chr8	115787541	115888296	Skin
ecc600447	chr8	115973009	116051386	Renal
ecc600448	chr8	116185708	117613597	Breast
ecc600449	chr8	116280830	117135529	Renal
ecc600450	chr8	116736747	117289388	Connective tissue
ecc600451	chr8	117099653	145332496	Uvea
ecc600452	chr8	117106276	119517483	Pancreatic
ecc600453	chr8	117235606	131034079	Stomach
ecc600454	chr8	117472205	117546165	Connective tissue
ecc600455	chr8	117908561	121168683	Liver
ecc600456	chr8	118150053	145618189	Breast
ecc600457	chr8	118442348	120972245	Bladder
ecc600458	chr8	118721072	118812420	Connective tissue
ecc600459	chr8	118829180	119322587	Lung
ecc600460	chr8	119229603	119251030	Connective tissue
ecc600461	chr8	119501821	131445702	Stomach
ecc600462	chr8	119536004	119650550	Connective tissue
ecc600463	chr8	119724672	119962665	Stomach
ecc600464	chr8	119845310	119883856	Connective tissue
ecc600465	chr8	120043317	144530651	Ovary
ecc600466	chr8	120523415	121270532	Uterine Corpus Endometrial
ecc600467	chr8	120778970	121991704	Head and Neck
ecc600468	chr8	120814229	120858842	Breast
ecc600469	chr8	120973988	121048383	Stomach
ecc600470	chr8	121054121	121193329	Stomach
ecc600471	chr8	121108025	124748250	Prostate
ecc600472	chr8	121197607	121589314	Liver
ecc600473	chr8	121320950	122941193	Breast
ecc600474	chr8	121607619	143226907	Liver
ecc600475	chr8	121764455	122908075	Skin
ecc600476	chr8	121789884	121790465	Lung
ecc600477	chr8	123055606	123749560	Breast
ecc600478	chr8	123210956	129418985	Stomach
ecc600479	chr8	123262788	134213659	Pancreatic
ecc600480	chr8	123275581	123411973	Connective tissue
ecc600481	chr8	123412978	123433586	Connective tissue
ecc600482	chr8	123722555	136940048	Pancreatic
ecc600483	chr8	123745065	123745646	Lung
ecc600484	chr8	123750006	145232496	Breast
ecc600485	chr8	124075579	131149545	Esophagus
ecc600486	chr8	124121824	130285071	Stomach
ecc600487	chr8	124254689	131953207	Breast
ecc600488	chr8	124290873	124351679	Lung
ecc600489	chr8	124731640	125654384	Bladder
ecc600490	chr8	124752555	124773162	Connective tissue
ecc600491	chr8	124808291	131020986	Breast
ecc600492	chr8	125019936	125264133	Connective tissue
ecc600493	chr8	125125784	129303172	Lung
ecc600494	chr8	125138946	125139602	Colon
ecc600495	chr8	125147392	138412519	Breast
ecc600496	chr8	125292345	125342533	Connective tissue
ecc600497	chr8	125311662	130798921	Esophagus
ecc600498	chr8	125317845	141794419	Ovary
ecc600499	chr8	125341492	130071091	Pediatric Brain
ecc600500	chr8	125368034	137666728	Lung
ecc600501	chr8	125623227	145232496	Lung
ecc600502	chr8	125659485	127445326	Bladder
ecc600503	chr8	125892186	126282748	Colon
ecc600504	chr8	125955695	131402825	Ovary
ecc600505	chr8	125961902	143875170	Ovary
ecc600506	chr8	126272524	130200064	Bladder
ecc600507	chr8	126327516	126527977	Breast
ecc600508	chr8	126330871	131401536	Bladder
ecc600509	chr8	127276780	130134498	Esophagus
ecc600510	chr8	127308156	141463903	Breast
ecc600511	chr8	127399986	127894592	Breast
ecc600512	chr8	127430783	136086651	Ovary
ecc600513	chr8	127546686	129090053	Prostate
ecc600514	chr8	127806823	128898579	Pediatric Brain
ecc600515	chr8	127860122	129091755	Stomach
ecc600516	chr8	127890473	127910974	Lung
ecc600517	chr8	127910273	128273133	Breast
ecc600518	chr8	128117187	128824792	Bladder
ecc600519	chr8	128126672	128809607	Breast
ecc600520	chr8	128131944	128403988	Stomach
ecc600521	chr8	128222274	128880362	Pediatric Brain
ecc600522	chr8	128223835	136661439	Uterine Corpus Endometrial
ecc600523	chr8	128311141	130670048	Skin
ecc600524	chr8	128368551	128944721	Breast
ecc600525	chr8	128446973	129834586	Lung
ecc600526	chr8	128472776	129033129	Pediatric Brain
ecc600527	chr8	128482312	128822709	Breast
ecc600528	chr8	128543162	129032233	Uterine Corpus Endometrial
ecc600529	chr8	128554775	129027695	Uterine Corpus Endometrial
ecc600530	chr8	128560945	128760521	Cervix
ecc600531	chr8	128618537	128822796	Uterine Corpus Endometrial
ecc600532	chr8	128626380	129036825	Cervix
ecc600533	chr8	128634562	128879931	Uterine Corpus Endometrial
ecc600534	chr8	128661952	128920197	Lung
ecc600535	chr8	128678477	134131526	Ovary
ecc600536	chr8	128873664	129130872	Cervix
ecc600537	chr8	129155054	146364021	Liver
ecc600538	chr8	129219236	134148613	Breast
ecc600539	chr8	129510235	129607629	Uterine Corpus Endometrial
ecc600540	chr8	130093112	130891926	Skin
ecc600541	chr8	131404052	141163406	Ovary
ecc600542	chr8	133724986	138089874	Esophagus
ecc600543	chr8	134515920	135051029	Breast
ecc600544	chr8	135054788	135715908	Breast
ecc600545	chr8	135296548	135346072	Lung
ecc600546	chr8	136768371	137772703	Ovary
ecc600547	chr8	137213696	137649901	Uterine Corpus Endometrial
ecc600548	chr8	137316284	137616207	Lung
ecc600549	chr8	138344324	139307573	Lung
ecc600550	chr8	138412939	139143072	Breast
ecc600551	chr8	138500384	139173408	Ovary
ecc600552	chr8	139083575	142429410	Prostate
ecc600553	chr8	139144913	145232496	Breast
ecc600554	chr8	139555297	140403057	Esophagus
ecc600555	chr8	140223902	141713847	Bladder
ecc600556	chr8	140678418	145232496	Breast
ecc600557	chr8	141233576	146364021	Ovary
ecc600558	chr8	141464104	145232496	Breast
ecc600559	chr8	141619235	141619816	Lung
ecc600560	chr8	141623651	145232496	Ovary
ecc600561	chr8	141650501	141651135	Skin
ecc600562	chr8	142003917	142403589	Lung
ecc600563	chr8	142157377	142543425	Lung
ecc600564	chr8	142257674	142458156	Bladder
ecc600565	chr8	142399147	142399779	Pancreatic
ecc600566	chr8	142827504	142837895	Renal
ecc600567	chr8	142889431	142890004	Esophagus
ecc600568	chr8	142889439	142890004	Esophagus
ecc600569	chr8	142945125	144428185	Head and Neck
ecc600570	chr8	143255152	143361141	Liver
ecc600571	chr8	143303595	143304122	Esophagus
ecc600572	chr8	143388734	144131613	Liver
ecc600573	chr8	143395709	143596191	Bladder
ecc600574	chr8	143532412	143632920	Stomach
ecc600575	chr8	143723969	143724483	Lung
ecc600576	chr8	143918722	144719778	Ovary
ecc600577	chr8	144166304	146291754	Liver
ecc600578	chr8	144536240	144736722	Bladder
ecc600579	chr8	144700762	144701226	Lung
ecc600580	chr8	144819457	145122093	Uterine Corpus Endometrial
ecc600581	chr8	144940249	144960745	Ovary
ecc600582	chr8	145758897	145959355	Breast
ecc600586	chr9	47500	20505041	Skin
ecc600587	chr9	47500	44396213	B-cell
ecc600588	chr9	47500	47299999	Pancreatic
ecc600590	chr9	219795	30990242	Prostate
